Name,Company,AI Technoligies,Website,Wikipedia
Sam Altman,OpenAI,"GPT-2, GPT-3, DALL-E, DALL-E 2, ChatGPT, Whisper",https://blog.samaltman.com,https://en.wikipedia.org/wiki/Sam_Altman
